,pos1,pos2,dis,path,relative_dir
4283,"(8, 8)","(16, 8)",8,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8)]]",['right']
4284,"(8, 8)","(16, 9)",9,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9)]]","['right', 'down']"
4285,"(8, 8)","(16, 10)",10,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)]]","['right', 'down']"
4286,"(8, 8)","(17, 2)",15,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2)]]","['right', 'up']"
4287,"(8, 8)","(17, 4)",13,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (17, 4)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (17, 5), (17, 4)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (17, 5), (17, 4)]]","['right', 'up']"
4288,"(8, 8)","(17, 5)",12,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (17, 5)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (17, 5)]]","['right', 'up']"
4289,"(8, 8)","(17, 6)",11,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6)]]","['right', 'up']"
4290,"(8, 8)","(17, 7)",10,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7)]]","['right', 'up']"
4291,"(8, 8)","(17, 8)",9,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8)]]",['right']
4292,"(8, 8)","(17, 10)",11,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10)]]","['right', 'down']"
4293,"(8, 8)","(18, 2)",16,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2)]]","['right', 'up']"
4294,"(8, 8)","(18, 6)",12,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6)]]","['right', 'up']"
4295,"(8, 8)","(18, 10)",12,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10)]]","['right', 'down']"
4296,"(8, 8)","(19, 2)",17,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (19, 2)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3), (19, 2)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3), (19, 2)]]","['right', 'up']"
4297,"(8, 8)","(19, 3)",16,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4), (19, 3)]]","['right', 'up']"
4298,"(8, 8)","(19, 4)",15,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5), (19, 4)]]","['right', 'up']"
4299,"(8, 8)","(19, 5)",14,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 5)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 5)]]","['right', 'up']"
4300,"(8, 8)","(19, 6)",13,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6)]]","['right', 'up']"
4301,"(8, 8)","(19, 7)",14,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 7)]]","['right', 'up']"
4302,"(8, 8)","(19, 8)",15,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (17, 7), (17, 6), (18, 6), (19, 6), (19, 7), (19, 8)], [(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10), (19, 9), (19, 8)]]",['right']
4303,"(8, 8)","(19, 9)",14,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10), (19, 9)]]","['right', 'down']"
4304,"(8, 8)","(19, 10)",13,"[[(8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10), (17, 10), (18, 10), (19, 10)]]","['right', 'down']"
4305,"(8, 10)","(2, 2)",14,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2), (2, 2)]]","['left', 'up']"
4306,"(8, 10)","(2, 3)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4), (2, 3)]]","['left', 'up']"
4307,"(8, 10)","(2, 4)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5), (2, 4)]]","['left', 'up']"
4308,"(8, 10)","(2, 5)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 5)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 5)]]","['left', 'up']"
4309,"(8, 10)","(2, 6)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6)]]","['left', 'up']"
4310,"(8, 10)","(2, 7)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7)]]","['left', 'up']"
4311,"(8, 10)","(2, 8)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6), (2, 6), (2, 7), (2, 8)], [(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9), (2, 8)]]","['left', 'up']"
4312,"(8, 10)","(2, 9)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10), (2, 9)]]","['left', 'up']"
4313,"(8, 10)","(2, 10)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10), (2, 10)]]",['left']
4314,"(8, 10)","(3, 2)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2), (3, 2)]]","['left', 'up']"
4315,"(8, 10)","(3, 6)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (3, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (3, 6)]]","['left', 'up']"
4316,"(8, 10)","(3, 10)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)]]",['left']
4317,"(8, 10)","(4, 2)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2)]]","['left', 'up']"
4318,"(8, 10)","(4, 4)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (4, 5), (4, 4)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (4, 4)]]","['left', 'up']"
4319,"(8, 10)","(4, 5)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6), (4, 5)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6), (4, 5)]]","['left', 'up']"
4320,"(8, 10)","(4, 6)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6)]]","['left', 'up']"
4321,"(8, 10)","(4, 7)",7,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7)]]","['left', 'up']"
4322,"(8, 10)","(4, 8)",6,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (4, 8)]]","['left', 'up']"
4323,"(8, 10)","(4, 10)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10)]]",['left']
4324,"(8, 10)","(5, 2)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2)]]","['left', 'up']"
4325,"(8, 10)","(5, 3)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4), (5, 3)]]","['left', 'up']"
4326,"(8, 10)","(5, 4)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4), (5, 4)]]","['left', 'up']"
4327,"(8, 10)","(5, 6)",7,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6)]]","['left', 'up']"
4328,"(8, 10)","(5, 8)",5,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8)]]","['left', 'up']"
4329,"(8, 10)","(5, 9)",6,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9)]]","['left', 'up']"
4330,"(8, 10)","(5, 10)",7,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10)]]",['left']
4331,"(8, 10)","(6, 4)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (6, 4)]]","['left', 'up']"
4332,"(8, 10)","(6, 6)",6,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (6, 6)]]","['left', 'up']"
4333,"(8, 10)","(6, 8)",4,"[[(8, 10), (7, 10), (7, 9), (7, 8), (6, 8)]]","['left', 'up']"
4334,"(8, 10)","(7, 2)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2)]]","['left', 'up']"
4335,"(8, 10)","(7, 3)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3)]]","['left', 'up']"
4336,"(8, 10)","(7, 4)",7,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4)]]","['left', 'up']"
4337,"(8, 10)","(7, 5)",6,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5)]]","['left', 'up']"
4338,"(8, 10)","(7, 6)",5,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6)]]","['left', 'up']"
4339,"(8, 10)","(7, 7)",4,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7)]]","['left', 'up']"
4340,"(8, 10)","(7, 8)",3,"[[(8, 10), (7, 10), (7, 9), (7, 8)]]","['left', 'up']"
4341,"(8, 10)","(7, 9)",2,"[[(8, 10), (7, 10), (7, 9)]]","['left', 'up']"
4342,"(8, 10)","(7, 10)",1,"[[(8, 10), (7, 10)]]",['left']
4343,"(8, 10)","(8, 2)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2)]]",
4344,"(8, 10)","(8, 4)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4)]]",
4345,"(8, 10)","(8, 8)",4,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8)]]",
4346,"(8, 10)","(9, 2)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2)]]","['right', 'up']"
4347,"(8, 10)","(9, 4)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4)]]","['right', 'up']"
4348,"(8, 10)","(9, 6)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (9, 6)]]","['right', 'up']"
4349,"(8, 10)","(9, 8)",5,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8), (9, 8)]]","['right', 'up']"
4350,"(8, 10)","(9, 10)",1,"[[(8, 10), (9, 10)]]",['right']
4351,"(8, 10)","(10, 2)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2)]]","['right', 'up']"
4352,"(8, 10)","(10, 4)",10,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4)]]","['right', 'up']"
4353,"(8, 10)","(10, 5)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5)]]","['right', 'up']"
4354,"(8, 10)","(10, 6)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6)]]","['right', 'up']"
4355,"(8, 10)","(10, 8)",6,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8), (9, 8), (10, 8)]]","['right', 'up']"
4356,"(8, 10)","(10, 10)",2,"[[(8, 10), (9, 10), (10, 10)]]",['right']
4357,"(8, 10)","(11, 2)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2)]]","['right', 'up']"
4358,"(8, 10)","(11, 4)",11,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]]","['right', 'up']"
4359,"(8, 10)","(11, 5)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5)]]","['right', 'up']"
4360,"(8, 10)","(11, 6)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6)]]","['right', 'up']"
4361,"(8, 10)","(11, 8)",7,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8)]]","['right', 'up']"
4362,"(8, 10)","(11, 10)",3,"[[(8, 10), (9, 10), (10, 10), (11, 10)]]",['right']
4363,"(8, 10)","(12, 2)",14,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2)]]","['right', 'up']"
4364,"(8, 10)","(12, 4)",12,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)]]","['right', 'up']"
4365,"(8, 10)","(12, 6)",14,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (12, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5), (11, 6), (12, 6)], [(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (10, 5), (10, 6), (11, 6), (12, 6)]]","['right', 'up']"
4366,"(8, 10)","(12, 8)",8,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]]","['right', 'up']"
4367,"(8, 10)","(12, 10)",4,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]]",['right']
4368,"(8, 10)","(13, 2)",15,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2)]]","['right', 'up']"
4369,"(8, 10)","(13, 4)",13,"[[(8, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (13, 4)]]","['right', 'up']"
4370,"(8, 10)","(13, 8)",9,"[[(8, 10), (7, 10), (7, 9), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8)], [(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (13, 8)]]","['right', 'up']"
4371,"(8, 10)","(13, 10)",5,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10)]]",['right']
4372,"(8, 10)","(14, 2)",14,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2)]]","['right', 'up']"
4373,"(8, 10)","(14, 3)",13,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3)]]","['right', 'up']"
4374,"(8, 10)","(14, 4)",12,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4)]]","['right', 'up']"
4375,"(8, 10)","(14, 5)",11,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5)]]","['right', 'up']"
4376,"(8, 10)","(14, 6)",10,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6)]]","['right', 'up']"
4377,"(8, 10)","(14, 7)",9,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7)]]","['right', 'up']"
4378,"(8, 10)","(14, 8)",8,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8)]]","['right', 'up']"
4379,"(8, 10)","(14, 9)",7,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9)]]","['right', 'up']"
4380,"(8, 10)","(14, 10)",6,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10)]]",['right']
4381,"(8, 10)","(15, 4)",13,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4)]]","['right', 'up']"
4382,"(8, 10)","(15, 6)",11,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6)]]","['right', 'up']"
4383,"(8, 10)","(15, 8)",9,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8)]]","['right', 'up']"
4384,"(8, 10)","(16, 2)",16,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2)]]","['right', 'up']"
4385,"(8, 10)","(16, 3)",15,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3)]]","['right', 'up']"
4386,"(8, 10)","(16, 4)",14,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4)]]","['right', 'up']"
4387,"(8, 10)","(16, 6)",12,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (15, 6), (16, 6)]]","['right', 'up']"
4388,"(8, 10)","(16, 8)",10,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8)]]","['right', 'up']"
4389,"(8, 10)","(16, 9)",11,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9)]]","['right', 'up']"
4390,"(8, 10)","(16, 10)",12,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (15, 8), (16, 8), (16, 9), (16, 10)]]",['right']
4391,"(8, 10)","(17, 2)",17,"[[(8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2)]]","['right', 'up']"
